1589917210,293.4258
1589917216,293.51
1589917221,293.5
1589917226,293.62
1589917231,293.65
1589917236,293.65
1589917241,293.73
1589917246,293.71
1589917251,293.75
1589917256,293.6923
1589917261,293.68
1589917266,293.64
1589917271,293.72
1589917276,293.705
1589917281,293.77
1589917287,293.75
1589917292,293.79
1589917297,293.81
1589917302,293.86
1589917308,293.91
1589917313,293.9002
1589917318,293.88
1589917323,293.83
1589917329,293.79
1589917334,293.86
1589917339,293.96
1589917344,293.945
1589917350,293.88
1589917355,293.83
1589917360,293.89
1589917366,293.8185
1589917371,293.85
1589917376,293.83
1589917381,293.74
1589917387,293.795
1589917392,293.83
1589917397,293.8447
1589917402,293.825
1589917408,293.81
1589917413,293.85
1589917418,293.838
1589917424,293.82
1589917429,293.86
1589917434,293.84
1589917439,293.85
1589917445,293.81
1589917450,293.784
1589917455,293.61
1589917461,293.55
1589917466,293.51
1589917471,293.59
1589917476,293.625
1589917482,293.64
1589917487,293.57
1589917492,293.56
1589917497,293.55
1589917503,293.56
1589917508,293.645
1589917513,293.5
1589917519,293.57
1589917524,293.59
1589917529,293.69
1589917534,293.745
1589917540,293.71
1589917545,293.695
1589917550,293.67
1589917556,293.6816
1589917561,293.68
1589917566,293.73
1589917571,293.685
1589917577,293.7938
1589917582,293.725
1589917587,293.75
1589917593,293.74
1589917598,293.65
1589917603,293.75
1589917608,293.75
1589917614,293.69
1589917619,293.7
1589917624,293.68
1589917629,293.61
1589917635,293.53
1589917640,293.5267
1589917645,293.43
1589917651,293.41
1589917656,293.4106
1589917661,293.42
1589917667,293.49
1589917672,293.38
1589917677,293.3002
1589917682,293.155
1589917688,293.18
1589917693,293.33
1589917699,293.29
1589917704,293.315
1589917709,293.44
1589917714,293.462
1589917720,293.39
1589917725,293.39
1589917730,293.32
1589917735,293.23
1589917741,293.23
1589917746,293.33
1589917751,293.34
1589917757,293.295
1589917762,293.29
1589917767,293.3093
1589917773,293.365
1589917778,293.25
1589917783,293.2466
1589917792,293.18
1589917797,293.22
1589917803,293.0305
1589917808,293.31
1589917813,293.18
1589917818,293.02
1589917824,293.01
1589917829,292.96
1589917835,292.96
1589917840,292.874
1589917846,292.8703
1589917851,293.03
1589917856,293.0
1589917862,292.94
1589917867,292.84
1589917872,292.8
1589917880,292.81
1589917885,292.76
1589917890,292.69
1589917895,292.75
1589917901,292.74
1589917906,292.805
1589917911,292.7499
1589917916,292.72
1589917922,292.65
1589917927,292.63
1589917932,292.6
1589917937,292.67
1589917943,292.725
1589917948,292.725
1589917953,292.785
1589917959,292.895
1589917964,292.86
1589917970,292.895
1589917975,292.91
1589917981,292.925
1589917987,292.7801
1589917992,292.7888
1589917997,292.73
1589918003,292.67
1589918008,292.66
1589918013,292.64
1589918019,292.57
1589918025,292.65
1589918030,292.55
1589918036,292.58
1589918041,292.595
1589918046,292.59
1589918051,292.62
1589918057,292.605
1589918062,292.6
1589918067,292.605
1589918073,292.54
1589918078,292.655
1589918083,292.64
1589918088,292.685
1589918093,292.545
1589918099,292.58
1589918104,292.565
1589918109,292.77
1589918114,292.64
1589918120,292.675
1589918125,292.86
1589918130,292.895
1589918136,292.87
1589918141,292.8
1589918146,292.71
1589918151,292.79
1589918157,292.7802
1589918162,292.66
1589918167,292.67
1589918172,292.725
1589918178,292.88
1589918183,292.78
1589918188,292.7757
1589918193,292.79
1589918199,292.76
1589918204,292.845
1589918209,292.8523
1589918214,292.77
1589918220,292.73
1589918225,292.7684
1589918230,292.74
1589918236,292.621
1589918241,292.59
1589918246,292.6
1589918251,292.52
1589918257,292.45
1589918262,292.49
1589918267,292.62
1589918272,292.55
1589918278,292.5584
1589918283,292.645
1589918288,292.6
1589918293,292.5893
1589918299,292.55
1589918304,292.52
1589918309,292.5
1589918315,292.52
1589918320,292.5
1589918325,292.51
1589918331,292.52
1589918336,292.4678
1589918341,292.42
1589918346,292.46
1589918352,292.5
1589918357,292.505
1589918362,292.43
1589918368,292.395
1589918373,292.3
1589918378,292.16
1589918384,292.2499
1589918389,292.15
1589918395,291.9877
1589918400,292.13
1589918405,292.26
1589918411,292.22
1589918416,292.31
1589918422,292.27
1589918427,292.27
1589918432,292.25
1589918438,292.2
1589918443,292.18
1589918448,292.17
1589918454,292.18
1589918459,291.98
1589918464,291.99
1589918470,291.99
1589918475,291.99
1589918480,291.95
1589918486,292.01
1589918491,291.97
1589918496,291.96
